Project Name,District/Planning Area,Completion,URL
21A JALAN MAS PUTEH,D5 / Queenstown,Unknown,https://www.edgeprop.sg/condo-apartment/21a-jalan-mas-puteh
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/forest-woods
STRAITS MANSIONS,D15 / Marine Parade,2018,https://www.edgeprop.sg/condo-apartment/straits-mansions
PARC RIVIERA,D5 / Clementi,2019,https://www.edgeprop.sg/condo-apartment/parc-riviera
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/70-truro
THE ALPS RESIDENCES,D18 / Tampines,2019,https://www.edgeprop.sg/condo-apartment/the-alps-residences
134 WATTEN ESTATES,D11 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/134-watten-estates
11 LORONG 4 GEYLANG ,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/11-lorong-4-geylang
38 JERVOIS,D10 / Tanglin,2019,https://www.edgeprop.sg/condo-apartment/38-jervois
KATONG GEM,D15 / Marine Parade,2016,https://www.edgeprop.sg/condo-apartment/katong-gem
SHAW PLAZA - TWIN HEIGHTS,D12 / Novena,1999,https://www.edgeprop.sg/condo-apartment/shaw-plaza-twin-heights
QUEENS PEAK,D3 / Queenstown,2020,https://www.edgeprop.sg/condo-apartment/queens-peak
RAINTREE GARDENS,D13 / Toa Payoh,Unknown,https://www.edgeprop.sg/condo-apartment/raintree-gardens
PARK PLACE RESIDENCES AT PLQ,D14 / Geylang,2019,https://www.edgeprop.sg/condo-apartment/park-place-residences-at-plq
THE CLEMENT CANOPY,D5 / Clementi,2019,https://www.edgeprop.sg/condo-apartment/the-clement-canopy
NASSIM REGENCY,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/nassim-regency
104 JALAN JURONG KECHIL,D21 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/104-jalan-jurong-kechil
GRANDEUR PARK RESIDENCES,D16 / Bedok,2020,https://www.edgeprop.sg/condo-apartment/grandeur-park-residences
INZ RESIDENCE,D23 / Choa Chu Kang,2019,https://www.edgeprop.sg/condo-apartment/inz-residence
SEASIDE RESIDENCES,D15 / Bedok,2021,https://www.edgeprop.sg/condo-apartment/seaside-residences
KUIE PONG LOFT,D10 / Tanglin,2013,https://www.edgeprop.sg/condo-apartment/kuie-pong-loft
ARTRA,D3 / Bukit Merah,2020,https://www.edgeprop.sg/condo-apartment/artra
THE BROOKS I,D26 / Yishun,2016,https://www.edgeprop.sg/condo-apartment/the-brooks-i
THE BROOKS II,D26 / Yishun,2016,https://www.edgeprop.sg/condo-apartment/the-brooks-ii
THE BROOKS I & II,D26 / Yishun,2016,https://www.edgeprop.sg/condo-apartment/the-brooks-i-ii
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/maple-woods
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/one-tree-hill
MARTIN MODERN,D9 / River Valley,2021,https://www.edgeprop.sg/condo-apartment/martin-modern
HORNE ROAD,D8 / Kallang,Unknown,https://www.edgeprop.sg/condo-apartment/horne-road
HUNDRED PALMS RESIDENCES,D19 / Hougang,2019,https://www.edgeprop.sg/condo-apartment/hundred-palms-residences
24 ONE RESIDENCES,D5 / Queenstown,2019,https://www.edgeprop.sg/condo-apartment/24-one-residences
SANDY EIGHT,D15 / Geylang,2018,https://www.edgeprop.sg/condo-apartment/sandy-eight
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/le-quest-condominium
FIVENINE,D15 / Bedok,2020,https://www.edgeprop.sg/condo-apartment/fivenine
KANDIS RESIDENCE,D27 / Sembawang,2021,https://www.edgeprop.sg/condo-apartment/kandis-residence
LE QUEST,D23 / Bukit Batok,2020,https://www.edgeprop.sg/condo-apartment/le-quest
LOTUS AT PASIR PANJANG,D5 / Queenstown,Unknown,https://www.edgeprop.sg/condo-apartment/lotus-at-pasir-panjang
LIIV RESIDENCES,D5 / Queenstown,2018,https://www.edgeprop.sg/condo-apartment/liiv-residences
OAKWOOD PREMIER OUE,D1 / Downtown Core,Unknown,https://www.edgeprop.sg/condo-apartment/oakwood-premier-oue
CARPMAEL THIRTY-EIGHT,D15 / Geylang,2020,https://www.edgeprop.sg/condo-apartment/carpmael-thirty-eight
RIVERCOVE RESIDENCES,D19 / Sengkang,2020,https://www.edgeprop.sg/condo-apartment/rivercove-residences
THE NAVIAN,D14 / Bedok,2019,https://www.edgeprop.sg/condo-apartment/the-navian
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/hemoglobin-heights
PARC BOTANNIA,D28 / Sengkang,2022,https://www.edgeprop.sg/condo-apartment/parc-botannia
BUKIT VIEW,D21 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/bukit-view
SUNDANCE SUITES,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/sundance-suites
REZI 35,D14 / Geylang,2020,https://www.edgeprop.sg/condo-apartment/rezi-35
TAI PENG GARDENS,D19 / Hougang,Unknown,https://www.edgeprop.sg/condo-apartment/tai-peng-gardens
8 SAINT THOMAS,D9 / River Valley,2018,https://www.edgeprop.sg/condo-apartment/8-saint-thomas
7 CLAYMORE,D9 / Newton,Unknown,https://www.edgeprop.sg/condo-apartment/7-claymore
AMBER 45,D15 / Marine Parade,2020,https://www.edgeprop.sg/condo-apartment/amber-45
TWIN VEW,D5 / Clementi,2021,https://www.edgeprop.sg/condo-apartment/twin-vew
THE TAPESTRY,D18 / Tampines,2021,https://www.edgeprop.sg/condo-apartment/the-tapestry
THE VERANDAH RESIDENCES,D5 / Queenstown,2021,https://www.edgeprop.sg/condo-apartment/the-verandah-residences
132A SOPHIA ROAD,D9 / Rochor,Unknown,https://www.edgeprop.sg/condo-apartment/132a-sophia-road
33 RESIDENCES,D14 / Geylang,2021,https://www.edgeprop.sg/condo-apartment/33-residences
8 HULLET,D9 / Newton,2022,https://www.edgeprop.sg/condo-apartment/8-hullet
MARGARET VILLE,D3 / Queenstown,2021,https://www.edgeprop.sg/condo-apartment/margaret-ville
ALFRESCO SPACE,D5 / Clementi,2013,https://www.edgeprop.sg/condo-apartment/alfresco-space
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/toho-mansions
AVANT AT ALJUNIED,D14 / Geylang,2012,https://www.edgeprop.sg/condo-apartment/avant-at-aljunied
THE GARDEN RESIDENCES,D19 / Serangoon,2021,https://www.edgeprop.sg/condo-apartment/the-garden-residences
HARBOUR VIEW GARDENS,D5 / Queenstown,2021,https://www.edgeprop.sg/condo-apartment/harbour-view-gardens
MUSE @ NEWTON,D11 / Novena,Uncompleted,https://www.edgeprop.sg/condo-apartment/muse-newton
PARKWOOD RESIDENCES,D19 / Hougang,2023,https://www.edgeprop.sg/condo-apartment/parkwood-residences
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/sixteen35-residence
AVANT RESIDENCES,D14 / Geylang,2012,https://www.edgeprop.sg/condo-apartment/avant-residences
PARK COLONIAL,D13 / Toa Payoh,2021,https://www.edgeprop.sg/condo-apartment/park-colonial
THE JOVELL,D17 / Pasir Ris,2022,https://www.edgeprop.sg/condo-apartment/the-jovell
ANGULLIA PARK RESIDENCES @ ORCHARD,D10 / River Valley,2010,https://www.edgeprop.sg/condo-apartment/angullia-park-residences-orchard
AFFINITY AT SERANGOON,D19 / Serangoon,2023,https://www.edgeprop.sg/condo-apartment/affinity-at-serangoon
FORTVILLE,D15 / Kallang,Unknown,https://www.edgeprop.sg/condo-apartment/fortville
SIXTEEN35 RESIDENCES,D14 / Geylang,2021,https://www.edgeprop.sg/condo-apartment/sixteen35-residences
ONE DRAYCOTT,D10 / Newton,2023,https://www.edgeprop.sg/condo-apartment/one-draycott
SEA PAVILION RESIDENCES,D16 / Bedok,2021,https://www.edgeprop.sg/condo-apartment/sea-pavilion-residences
THE BILTMORE,D10 / Orchard,Uncompleted,https://www.edgeprop.sg/condo-apartment/the-biltmore
JADESCAPE,D20 / Bishan,2022,https://www.edgeprop.sg/condo-apartment/jadescape
RIVERFRONT RESIDENCES,D19 / Hougang,2023,https://www.edgeprop.sg/condo-apartment/riverfront-residences
120 GRANGE,D10 / River Valley,2023,https://www.edgeprop.sg/condo-apartment/120-grange
DAINTREE RESIDENCE,D21 / Bukit Timah,2022,https://www.edgeprop.sg/condo-apartment/daintree-residence
STIRLING RESIDENCES,D3 / Queenstown,2022,https://www.edgeprop.sg/condo-apartment/stirling-residences
THE TRE VER,D13 / Toa Payoh,2022,https://www.edgeprop.sg/condo-apartment/the-tre-ver
CASA AL MARE,D17 / Pasir Ris,2021,https://www.edgeprop.sg/condo-apartment/casa-al-mare
BOULEVARD 88,D10 / Orchard,2023,https://www.edgeprop.sg/condo-apartment/boulevard-88
SERAYA RESIDENCES,D15 / Marine Parade,2022,https://www.edgeprop.sg/condo-apartment/seraya-residences
MONT BOTANIK RESIDENCE,D23 / Bukit Batok,2023,https://www.edgeprop.sg/condo-apartment/mont-botanik-residence
THE ENCLAVE . HOLLAND,D10 / Bukit Timah,2019,https://www.edgeprop.sg/condo-apartment/the-enclave-holland
3 CUSCADEN,D10 / River Valley,2022,https://www.edgeprop.sg/condo-apartment/3-cuscaden
JUI RESIDENCES,D12 / Kallang,2021,https://www.edgeprop.sg/condo-apartment/jui-residences
PETIT JERVOIS,D10 / Tanglin,2022,https://www.edgeprop.sg/condo-apartment/petit-jervois
ARENA RESIDENCES,D14 / Geylang,2023,https://www.edgeprop.sg/condo-apartment/arena-residences
KIM COURT,D14 / Geylang,Unknown,https://www.edgeprop.sg/condo-apartment/kim-court
BUKIT 828,D23 / Bukit Panjang,2022,https://www.edgeprop.sg/condo-apartment/bukit-828
SUNSTONE RESIDENCES,D14 / Bedok,Unknown,https://www.edgeprop.sg/condo-apartment/sunstone-residences
PARC ESTA,D14 / Geylang,2022,https://www.edgeprop.sg/condo-apartment/parc-esta
10 EVELYN,D11 / Novena,2022,https://www.edgeprop.sg/condo-apartment/10-evelyn
ROOTS @ TRANSIT,D26 / Yishun,2019,https://www.edgeprop.sg/condo-apartment/roots-transit
THE ADDITION,D13 / Toa Payoh,2020,https://www.edgeprop.sg/condo-apartment/the-addition
THE WOODLEIGH RESIDENCES,D13 / Toa Payoh,2023,https://www.edgeprop.sg/condo-apartment/the-woodleigh-residences
UPTOWN @ FARRER,D8 / Kallang,2021,https://www.edgeprop.sg/condo-apartment/uptown-farrer
KENT RIDGE HILL RESIDENCES,D5 / Queenstown,2023,https://www.edgeprop.sg/condo-apartment/kent-ridge-hill-residences
THE RAMFORD,D15 / Marine Parade,2019,https://www.edgeprop.sg/condo-apartment/the-ramford
MAYFAIR GARDENS,D21 / Bukit Timah,2023,https://www.edgeprop.sg/condo-apartment/mayfair-gardens
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/angsana-21
WHISTLER GRAND,D5 / Clementi,2022,https://www.edgeprop.sg/condo-apartment/whistler-grand
MAYFAIR MODERN,D21 / Bukit Timah,2022,https://www.edgeprop.sg/condo-apartment/mayfair-modern
FOURTH AVENUE RESIDENCES,D10 / Bukit Timah,2022,https://www.edgeprop.sg/condo-apartment/fourth-avenue-residences
SUNSTONE HILL,D5 / Queenstown,2023,https://www.edgeprop.sg/condo-apartment/sunstone-hill
RV ALTITUDE,D9 / River Valley,2023,https://www.edgeprop.sg/condo-apartment/rv-altitude
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/fyve-derbyshire
ONE MEYER,D15 / Marine Parade,2023,https://www.edgeprop.sg/condo-apartment/one-meyer
THE CENTRAL,D1 / Singapore River,Unknown,https://www.edgeprop.sg/condo-apartment/the-central
7 ON CHAPEL,D15 / Marine Parade,2014,https://www.edgeprop.sg/condo-apartment/7-on-chapel
OXLEY RESIDENCE,D9 / River Valley,2014,https://www.edgeprop.sg/condo-apartment/oxley-residence
BOTANIC LODGE,D10 / Tanglin,1990,https://www.edgeprop.sg/condo-apartment/botanic-lodge
ACACIA LODGE,D23 / Bukit Batok,1990,https://www.edgeprop.sg/condo-apartment/acacia-lodge
ACCORD APARTMENT,D14 / Geylang,1985,https://www.edgeprop.sg/condo-apartment/accord-apartment
10 TANGLIN,D10 / Tanglin,2005,https://www.edgeprop.sg/condo-apartment/10-tanglin
MEYERHOUSE,D15 / Marine Parade,2022,https://www.edgeprop.sg/condo-apartment/meyerhouse
THE FLORENCE RESIDENCES,D19 / Hougang,2023,https://www.edgeprop.sg/condo-apartment/the-florence-residences
HOUGANG 1,D19 / Hougang,Unknown,https://www.edgeprop.sg/condo-apartment/hougang-1
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/soho-life
NYON,D15 / Marine Parade,2022,https://www.edgeprop.sg/condo-apartment/nyon
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/8-on-claymore
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/aa-centre
THE GAZANIA,D19 / Serangoon,2022,https://www.edgeprop.sg/condo-apartment/the-gazania
TREASURE AT TAMPINES,D18 / Tampines,2023,https://www.edgeprop.sg/condo-apartment/treasure-at-tampines
JUNIPER HILL,D10 / Tanglin,2022,https://www.edgeprop.sg/condo-apartment/juniper-hill
AMBER PARK,D15 / Marine Parade,2023,https://www.edgeprop.sg/condo-apartment/amber-park
RIVIERE,D3 / Singapore River,2023,https://www.edgeprop.sg/condo-apartment/riviere
1953,D8 / Kallang,2022,https://www.edgeprop.sg/condo-apartment/1953
35 GILSTEAD,D11 / Novena,2024,https://www.edgeprop.sg/condo-apartment/35-gilstead
RESIDENCE TWENTY-TWO,D15 / Bedok,2022,https://www.edgeprop.sg/condo-apartment/residence-twenty-two
REZI 24,D14 / Geylang,2023,https://www.edgeprop.sg/condo-apartment/rezi-24
THE ESSENCE,D26 / Yishun,2023,https://www.edgeprop.sg/condo-apartment/the-essence
FLAMINGO VALLEY,D15 / Bedok,2014,https://www.edgeprop.sg/condo-apartment/flamingo-valley
ONE BALMORAL,D10 / Tanglin,2016,https://www.edgeprop.sg/condo-apartment/one-balmoral
THE CENTREPOINT,D9 / Orchard,1983,https://www.edgeprop.sg/condo-apartment/the-centrepoint
COASTLINE RESIDENCES,D15 / Marine Parade,2023,https://www.edgeprop.sg/condo-apartment/coastline-residences
WILSHIRE RESIDENCES,D10 / Tanglin,2023,https://www.edgeprop.sg/condo-apartment/wilshire-residences
SLOANE RESIDENCES,D10 / Tanglin,2022,https://www.edgeprop.sg/condo-apartment/sloane-residences
THE LILIUM,D19 / Serangoon,2021,https://www.edgeprop.sg/condo-apartment/the-lilium
WALLICH RESIDENCE,D2 / Downtown Core,2017,https://www.edgeprop.sg/condo-apartment/wallich-residence
MIDTOWN BAY,D7 / Downtown Core,2024,https://www.edgeprop.sg/condo-apartment/midtown-bay
OLLOI,D15 / Geylang,2022,https://www.edgeprop.sg/condo-apartment/olloi
REGENTVILLE,D19 / Hougang,1999,https://www.edgeprop.sg/condo-apartment/regentville
AVENUE SOUTH RESIDENCE,D3 / Bukit Merah,2023,https://www.edgeprop.sg/condo-apartment/avenue-south-residence
PIERMONT GRAND,D19 / Punggol,2023,https://www.edgeprop.sg/condo-apartment/piermont-grand
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/amber-sea
HAUS ON HANDY,D9 / Museum,2023,https://www.edgeprop.sg/condo-apartment/haus-on-handy
JERVOIS PRIVE,D10 / Tanglin,2023,https://www.edgeprop.sg/condo-apartment/jervois-prive
LATTICE ONE,D20 / Ang Mo Kio,2023,https://www.edgeprop.sg/condo-apartment/lattice-one
PARC KOMO,D17 / Pasir Ris,2023,https://www.edgeprop.sg/condo-apartment/parc-komo
THE HYDE,D10 / Tanglin,2022,https://www.edgeprop.sg/condo-apartment/the-hyde
VIEW AT KISMIS,D21 / Bukit Timah,2024,https://www.edgeprop.sg/condo-apartment/view-at-kismis
327 CHANGI ROAD,D14 / BEDOK,Unknown,https://www.edgeprop.sg/condo-apartment/327-changi-road
PARC CLEMATIS,D5 / Clementi,2023,https://www.edgeprop.sg/condo-apartment/parc-clematis
SKY EVERTON,D2 / Bukit Merah,2023,https://www.edgeprop.sg/condo-apartment/sky-everton
JERVOIS TREASURES,D10 / Tanglin,2023,https://www.edgeprop.sg/condo-apartment/jervois-treasures
DUNEARN 386,D11 / Bukit Timah,2022,https://www.edgeprop.sg/condo-apartment/dunearn-386
ROYALGREEN,D10 / Bukit Timah,2021,https://www.edgeprop.sg/condo-apartment/royalgreen
165 MOULMEIN ROAD,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/165-moulmein-road
ONE PEARL BANK,D3 / Outram,2024,https://www.edgeprop.sg/condo-apartment/one-pearl-bank
INFINI AT EAST COAST,D15 / Bedok,2022,https://www.edgeprop.sg/condo-apartment/infini-at-east-coast
JOO AVENUE,D8 / Kallang,Unknown,https://www.edgeprop.sg/condo-apartment/joo-avenue
THE ANTARES,D14 / Geylang,2022,https://www.edgeprop.sg/condo-apartment/the-antares
ONE HOLLAND VILLAGE RESIDENCES,D10 / Queenstown,2024,https://www.edgeprop.sg/condo-apartment/one-holland-village-residences
MEYER MANSION,D15 / Marine Parade,2024,https://www.edgeprop.sg/condo-apartment/meyer-mansion
MIDWOOD,D23 / Bukit Batok,2023,https://www.edgeprop.sg/condo-apartment/midwood
THE ATELIER,D9 / NOVENA,2024,https://www.edgeprop.sg/condo-apartment/the-atelier
NEU AT NOVENA,D11 / Novena,2024,https://www.edgeprop.sg/condo-apartment/neu-at-novena
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/pullman-residences
VERDALE,D21 / Bukit Timah,2023,https://www.edgeprop.sg/condo-apartment/verdale
VAN HOLLAND,D10 / Bukit Timah,2024,https://www.edgeprop.sg/condo-apartment/van-holland
SENGKANG GRAND RESIDENCES,D19 / Sengkang,2023,https://www.edgeprop.sg/condo-apartment/sengkang-grand-residences
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/mdis-residence-stirling
LEEDON GREEN,D10 / Bukit Timah,2023,https://www.edgeprop.sg/condo-apartment/leedon-green
PLATINA GARDENS,D27 / Mandai,1987,https://www.edgeprop.sg/condo-apartment/platina-gardens
19 NASSIM,D10 / Tanglin,2023,https://www.edgeprop.sg/condo-apartment/19-nassim
CUSCADEN RESERVE,D10 / Orchard,2023,https://www.edgeprop.sg/condo-apartment/cuscaden-reserve
EDEN,D10 / Newton,2019,https://www.edgeprop.sg/condo-apartment/eden
URBAN TREASURES,D14 / Bedok,2023,https://www.edgeprop.sg/condo-apartment/urban-treasures
PULLMAN RESIDENCES NEWTON,D11 / Novena,2025,https://www.edgeprop.sg/condo-apartment/pullman-residences-newton
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/petain-rd-tyrwhitt-rd-conservation-area
KENSINGTON PARK CONDOMINIUM,D19 / Serangoon,1987,https://www.edgeprop.sg/condo-apartment/kensington-park-condominium
HYLL ON HOLLAND,D10 / Bukit Timah,2024,https://www.edgeprop.sg/condo-apartment/hyll-on-holland
THE IVERIA,D9 / River Valley,2024,https://www.edgeprop.sg/condo-apartment/the-iveria
THE AVENIR,D9 / River Valley,2024,https://www.edgeprop.sg/condo-apartment/the-avenir
GRANGE 1866,D10 / River Valley,2025,https://www.edgeprop.sg/condo-apartment/grange-1866
THE M,D7 / Downtown Core,2023,https://www.edgeprop.sg/condo-apartment/the-m
77 @ EAST COAST,D15 / Bedok,2022,https://www.edgeprop.sg/condo-apartment/77-east-coast
DAIRY FARM RESIDENCES,D23 / Bukit Panjang,2023,https://www.edgeprop.sg/condo-apartment/dairy-farm-residences
DALVEY HAUS,D10 / Tanglin,2023,https://www.edgeprop.sg/condo-apartment/dalvey-haus
VERTICUS,D12 / Novena,2024,https://www.edgeprop.sg/condo-apartment/verticus
15 HOLLAND HILL,D10 / Bukit Timah,2023,https://www.edgeprop.sg/condo-apartment/15-holland-hill
PARC CANBERRA,D27 / Sembawang,2023,https://www.edgeprop.sg/condo-apartment/parc-canberra
KOPAR AT NEWTON,D9 / Novena,2023,https://www.edgeprop.sg/condo-apartment/kopar-at-newton
CAIRNHILL 16,D9 / NEWTON,2024,https://www.edgeprop.sg/condo-apartment/cairnhill-16
LIANG COURT,D6 / Singapore River,Unknown,https://www.edgeprop.sg/condo-apartment/liang-court
KI RESIDENCES AT BROOKVALE,D21 / Clementi,2024,https://www.edgeprop.sg/condo-apartment/ki-residences-at-brookvale
NOMA,D14 / Geylang,2023,https://www.edgeprop.sg/condo-apartment/noma
OLA,D19 / Sengkang,2024,https://www.edgeprop.sg/condo-apartment/ola
THE LANDMARK,D3 / Outram,2025,https://www.edgeprop.sg/condo-apartment/the-landmark
TEDGE,D14 / Bedok,2023,https://www.edgeprop.sg/condo-apartment/tedge
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/forett-bukit-timah
LA MARIPOSA,D15 / Geylang,2022,https://www.edgeprop.sg/condo-apartment/la-mariposa
PULLMAN RESIDENCES NEWTON,D11 / Novena,2025,https://www.edgeprop.sg/condo-apartment/pullman-residences-newton
MYRA,D13 / Toa Payoh,2024,https://www.edgeprop.sg/condo-apartment/myra
PENROSE,D14 / Geylang,2024,https://www.edgeprop.sg/condo-apartment/penrose
PEAK RESIDENCE,D11 / Novena,2025,https://www.edgeprop.sg/condo-apartment/peak-residence
RYMDEN 77,D15 / Bedok,2023,https://www.edgeprop.sg/condo-apartment/rymden-77
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/the-linq-beauty-world
ONE NORTH GATEWAY,D5 / Queenstown,Unknown,https://www.edgeprop.sg/condo-apartment/one-north-gateway
PHOENIX RESIDENCES,D23 / Bukit Batok,2025,https://www.edgeprop.sg/condo-apartment/phoenix-residences
MOOI RESIDENCES,D10 / Bukit Timah,2024,https://www.edgeprop.sg/condo-apartment/mooi-residences
CLAVON,D5 / Clementi,2024,https://www.edgeprop.sg/condo-apartment/clavon
PARK NOVA,D10 / Orchard,2024,https://www.edgeprop.sg/condo-apartment/park-nova
PARC CENTRAL RESIDENCES,D18 / Tampines,2024,https://www.edgeprop.sg/condo-apartment/parc-central-residences
VICTORY POINT,D12 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/victory-point
ENG APARTMENTS,D14 / Geylang,1995,https://www.edgeprop.sg/condo-apartment/eng-apartments
LES MAISONS NASSIM,D10 / Tanglin,2023,https://www.edgeprop.sg/condo-apartment/les-maisons-nassim
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/the-reef-at-king-s-dock
PERFECT TEN,D10 / Tanglin,2025,https://www.edgeprop.sg/condo-apartment/perfect-ten
PROVENCE RESIDENCE,D27 / Sembawang,2024,https://www.edgeprop.sg/condo-apartment/provence-residence
MIDTOWN MODERN,D7 / Downtown Core,2025,https://www.edgeprop.sg/condo-apartment/midtown-modern
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/serene-view-mansion
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/j-63
M SUITES,D14 / Bedok,2023,https://www.edgeprop.sg/condo-apartment/m-suites
ONE-NORTH EDEN,D5 / Queenstown,2024,https://www.edgeprop.sg/condo-apartment/one-north-eden
SOPHIA VILLE,D9 / Rochor,-,https://www.edgeprop.sg/condo-apartment/sophia-ville
KLIMT CAIRNHILL,D9 / Newton,2025,https://www.edgeprop.sg/condo-apartment/klimt-cairnhill
ONE BERNAM,D2 / Downtown Core,2026,https://www.edgeprop.sg/condo-apartment/one-bernam
